city_fips,cbsa_fips,City,State,st_fips,pop_2010,Population,lon,lat,Name,id
3774440,48900,Wilmington,North Carolina,37,106476,300658,-77.88599057,34.21004598,"Wilmington, North Carolina",261
5380010,49420,Yakima,Washington,53,91067,257001,-120.5495791,46.59233455,"Yakima, Washington",262
4164900,41420,Salem,Oregon,41,154637,436317,-123.0245207,44.92314675,"Salem, Oregon",263
1271625,45540,The Villages,Florida,12,51442,144970,-81.98881659,28.90206981,"The Villages, Florida",264
686972,49700,Yuba City,California,6,64925,182813,-121.6381276,39.13573918,"Yuba City, California",265
1225175,23540,Gainesville,Florida,12,124354,348282,-82.34574961,29.68038977,"Gainesville, Florida",266
128696,23460,Gadsden,Alabama,1,36856,103088,-86.01556787,34.00898708,"Gadsden, Alabama",267
5135624,25500,Harrisonburg,Virginia,51,48914,136555,-78.87345912,38.4361961,"Harrisonburg, Virginia",268
4737640,27180,Jackson,Tennessee,47,65211,181579,-88.83528371,35.6535143,"Jackson, Tennessee",269
1712385,16580,Champaign,Illinois,17,81055,223265,-88.2735406,40.11437764,"Champaign, Illinois",270
1378800,46660,Valdosta,Georgia,13,54518,149849,-83.27882013,30.85021782,"Valdosta, Georgia",271
3918000,18140,Columbus,Ohio,39,787033,2161511,-82.98507459,39.98590738,"Columbus, Ohio",272
648354,33700,Modesto,California,6,201165,551275,-121.0029219,37.63731604,"Modesto, California",273
675000,44700,Stockton,California,6,291707,793229,-121.311093,37.97657608,"Stockton, California",274
4965330,41100,St. George,Utah,49,72897,197680,-113.5769803,37.07693108,"St. George, Utah",275
5540775,29100,La Crosse,Wisconsin,55,51320,139094,-91.22674391,43.82403853,"La Crosse, Wisconsin",276
831660,24300,Grand Junction,Colorado,8,58566,158636,-108.5672562,39.08768652,"Grand Junction, Colorado",277
1682810,46300,Twin Falls,Idaho,16,44125,119007,-114.4617148,42.5647445,"Twin Falls, Idaho",278
4105800,13460,Bend,Oregon,41,76639,206549,-121.3087327,44.05617744,"Bend, Oregon",279
1822000,21780,Evansville,Indiana,18,117429,314038,-87.53407023,37.98808454,"Evansville, Indiana",280
2739878,31860,Mankato,Minnesota,27,39309,104072,-93.97732312,44.17113095,"Mankato, Minnesota",281
3722920,22180,Fayetteville,North Carolina,37,200564,529318,-78.97755449,35.08460823,"Fayetteville, North Carolina",282
4075000,46140,Tulsa,Oklahoma,40,391906,1034123,-95.90426965,36.12831963,"Tulsa, Oklahoma",283
1938595,26980,Iowa City,Iowa,19,67862,178991,-91.53035886,41.65590181,"Iowa City, Iowa",284
603526,12540,Bakersfield,California,6,347483,916108,-119.0359909,35.35293657,"Bakersfield, California",285
5522300,20740,Eau Claire,Wisconsin,55,65883,173644,-91.49507277,44.82001526,"Eau Claire, Wisconsin",286
4224000,21500,Erie,Pennsylvania,42,101786,267689,-80.07327738,42.11675854,"Erie, Pennsylvania",287
3525800,22140,Farmington,New Mexico,35,45877,120418,-108.1822965,36.75548492,"Farmington, New Mexico",288
5553000,33340,Milwaukee,Wisconsin,55,594833,1559792,-87.96720576,43.06406285,"Milwaukee, Wisconsin",289
3947138,31900,Mansfield,Ohio,39,47821,125319,-82.52748181,40.76555215,"Mansfield, Ohio",290
4202184,11020,Altoona,Pennsylvania,42,46320,121032,-78.40073627,40.50821638,"Altoona, Pennsylvania",291
1836003,26900,Indianapolis city (balance),Indiana,18,820445,2141779,-86.14576957,39.77698756,"Indianapolis city (balance), Indiana",292
645022,31460,Madera,California,6,61416,160256,-120.0802666,36.96399253,"Madera, California",293
3943554,30620,Lima,Ohio,39,38771,101115,-84.11209118,40.74094934,"Lima, Ohio",294
4101000,10540,Albany,Oregon,41,50158,130467,-123.0966041,44.62744327,"Albany, Oregon",295
5560500,36780,Oshkosh,Wisconsin,55,66083,170718,-88.56167319,44.02279835,"Oshkosh, Wisconsin",296
5537825,27500,Janesville,Wisconsin,55,63575,164060,-89.01363803,42.68549473,"Janesville, Wisconsin",297
827425,22660,Fort Collins,Colorado,8,143986,366778,-105.0651042,40.54748247,"Fort Collins, Colorado",298
2605920,12980,Battle Creek,Michigan,26,52347,133289,-85.2296527,42.29855706,"Battle Creek, Michigan",299
2044250,31740,Manhattan,Kansas,20,52281,133072,-96.60474827,39.1885047,"Manhattan, Kansas",300
4715160,17300,Clarksville,Tennessee,47,132929,336605,-87.34277588,36.56959423,"Clarksville, Tennessee",301
4055000,36420,Oklahoma City,Oklahoma,40,579999,1459380,-97.51355144,35.46753289,"Oklahoma City, Oklahoma",302
3757500,40580,Rocky Mount,North Carolina,37,57477,144090,-77.80469478,35.96756749,"Rocky Mount, North Carolina",303
666000,41740,San Diego,California,6,1307402,3276208,-117.1224699,32.83069693,"San Diego, California",304
4874144,46340,Tyler,Texas,48,96900,241922,-95.30646915,32.31837363,"Tyler, Texas",305
3476070,47220,Vineland,New Jersey,34,60724,151356,-74.99806794,39.46523937,"Vineland, New Jersey",306
5566000,39540,Racine,Wisconsin,55,78860,195846,-87.81351703,42.72739406,"Racine, Wisconsin",307
1982425,47940,Waterloo,Iowa,19,68406,167889,-92.35219123,42.49194336,"Waterloo, Iowa",308
3825700,22020,Fargo,North Dakota,38,105549,258663,-96.82917626,46.86522611,"Fargo, North Dakota",309
4123850,21660,Eugene,Oregon,41,156185,382353,-123.1172853,44.05629738,"Eugene, Oregon",310
4810768,15180,Brownsville,Texas,48,175023,425208,-97.45651898,25.99791608,"Brownsville, Texas",311
5526275,22540,Fond du Lac,Wisconsin,55,43021,103836,-88.4397125,43.77180232,"Fond du Lac, Wisconsin",312
613014,17020,Chico,California,6,86187,207303,-121.8152548,39.75747447,"Chico, California",313
3651000,35620,New York,New York,36,8175133,19617869,-73.92513312,40.69410183,"New York, New York",314
5572975,43100,Sheboygan,Wisconsin,55,49288,117841,-87.73162339,43.74029458,"Sheboygan, Wisconsin",315
3137000,36540,Omaha,Nebraska,31,408958,976671,-96.04985176,41.26278645,"Omaha, Nebraska",316
5121344,19260,Danville,Virginia,51,43055,102181,-79.40874781,36.58307739,"Danville, Virginia",317
121184,20020,Dothan,Alabama,1,65496,152517,-85.40682401,31.23347823,"Dothan, Alabama",318
3570500,42140,Santa Fe,New Mexico,35,67947,155664,-105.9820064,35.6618578,"Santa Fe, New Mexico",319
3539380,29740,Las Cruces,New Mexico,35,97618,223337,-106.7893701,32.32646478,"Las Cruces, New Mexico",320
4876000,47380,Waco,Texas,48,124805,283885,-97.18826026,31.55967852,"Waco, Texas",321
1706613,14010,Bloomington,Illinois,17,76610,171141,-88.97032033,40.47567321,"Bloomington, Illinois",322
485540,49740,Yuma,Arizona,4,93064,207842,-114.5487289,32.5989481,"Yuma, Arizona",323
3977000,45780,Toledo,Ohio,39,287208,640384,-83.58225049,41.66387531,"Toledo, Ohio",324
3974118,44220,Springfield,Ohio,39,60608,134831,-83.79573616,39.92969843,"Springfield, Ohio",325
3260600,39900,Reno,Nevada,32,225221,500915,-119.8480619,39.54955316,"Reno, Nevada",326
3807200,13900,Bismarck,North Dakota,38,61272,134846,-100.7694956,46.81394386,"Bismarck, North Dakota",327
1765000,40420,Rockford,Illinois,17,152871,335342,-89.0641316,42.25971571,"Rockford, Illinois",328
423620,22380,Flagstaff,Arizona,4,65870,144060,-111.6194962,35.18720041,"Flagstaff, Arizona",329
150000,33660,Mobile,Alabama,1,195111,426533,-88.11632397,30.67809565,"Mobile, Alabama",330
1912000,16300,Cedar Rapids,Iowa,19,126326,275592,-91.67814633,41.96669329,"Cedar Rapids, Iowa",331
1270600,45220,Tallahassee,Florida,12,181376,390992,-84.25267549,30.45500719,"Tallahassee, Florida",332
2148006,31140,Louisville/Jefferson County metro government (balance),Kentucky,21,597337,1284553,-85.6487226,38.16626962,"Louisville/Jefferson County metro government (balance), Kentucky",333
1901855,11180,Ames,Iowa,19,58965,126282,-93.62156884,42.02577189,"Ames, Iowa",334
2754880,40340,Rochester,Minnesota,27,106769,228073,-92.47782209,44.01506424,"Rochester, Minnesota",335
4652980,39660,Rapid City,South Dakota,46,67956,145159,-103.2204976,44.07157595,"Rapid City, South Dakota",336
2158620,36980,Owensboro,Kentucky,21,57265,121348,-87.11738834,37.75730703,"Owensboro, Kentucky",337
4748000,32820,Memphis,Tennessee,47,646889,1332305,-89.9774252,35.10460104,"Memphis, Tennessee",338
3728080,24780,Greenville,North Carolina,37,84554,173542,-77.3768012,35.59563208,"Greenville, North Carolina",339
627000,23420,Fresno,California,6,494665,1015190,-119.7940899,36.78303874,"Fresno, California",340
668000,41940,San Jose,California,6,945942,1938524,-121.8486315,37.30198788,"San Jose, California",341
1235000,27260,Jacksonville,Florida,12,821784,1675668,-81.67495761,30.33200216,"Jacksonville, Florida",342
477000,46060,Tucson,Arizona,4,520116,1057597,-110.8781232,32.15433374,"Tucson, Arizona",343
535710,27860,Jonesboro,Arkansas,5,67263,135512,-90.67924983,35.82107436,"Jonesboro, Arkansas",344
659920,39820,Redding,California,6,89861,180930,-122.3650179,40.56975633,"Redding, California",345
1805860,14020,Bloomington,Indiana,18,80405,161227,-86.52571609,39.16369578,"Bloomington, Indiana",346
4865000,41700,San Antonio,Texas,48,1327407,2655342,-98.52532098,29.46547451,"San Antonio, Texas",347
2915670,17860,Columbia,Missouri,29,108500,214630,-92.32557685,38.94772124,"Columbia, Missouri",348
3832060,24220,Grand Forks,North Dakota,38,52838,103144,-97.08865153,47.92204075,"Grand Forks, North Dakota",349
2270000,43340,Shreveport,Louisiana,22,199311,385154,-93.79589604,32.46588234,"Shreveport, Louisiana",350
1303440,12020,Athens-Clarke County unified government (balance),Georgia,13,115452,220405,-83.36886367,33.95080714,"Athens-Clarke County unified government (balance), Georgia",351
1301052,10500,Albany,Georgia,13,77434,145786,-84.17620754,31.57757786,"Albany, Georgia",352
4659020,43620,Sioux Falls,South Dakota,46,153888,289592,-96.73211877,43.5396284,"Sioux Falls, South Dakota",353
151000,33860,Montgomery,Alabama,1,205764,385460,-86.26659951,32.34727182,"Montgomery, Alabama",354
816000,17820,Colorado Springs,Colorado,8,416427,765424,-104.7605751,38.86728033,"Colorado Springs, Colorado",355
3006550,13740,Billings,Montana,30,104170,190208,-108.5509036,45.78885797,"Billings, Montana",356
2071000,45820,Topeka,Kansas,20,127473,231783,-95.69547241,39.03458123,"Topeka, Kansas",357
3050200,33540,Missoula,Montana,30,66788,121041,-114.0094732,46.8684521,"Missoula, Montana",358
1973335,43580,Sioux City,Iowa,19,82684,149240,-96.39001827,42.495826,"Sioux City, Iowa",359
1772000,44100,Springfield,Illinois,17,116250,206655,-89.65373101,39.77089633,"Springfield, Illinois",360
2146027,30460,Lexington-Fayette,Kentucky,21,295803,517916,-84.45865684,38.04219255,"Lexington-Fayette, Kentucky",361
650258,34900,Napa,California,6,76915,134300,-122.3010675,38.29755264,"Napa, California",362
1319000,17980,Columbus,Georgia,13,189885,324110,-84.87704731,32.50998645,"Columbus, Georgia",363
2079000,48620,Wichita,Kansas,20,382368,650039,-97.3441454,37.68967073,"Wichita, Kansas",364
5613900,16940,Cheyenne,Wyoming,56,59466,100723,-104.7926678,41.14052667,"Cheyenne, Wyoming",365
3502000,10740,Albuquerque,New Mexico,35,545852,919543,-106.6463267,35.10529558,"Albuquerque, New Mexico",366
1825000,23060,Fort Wayne,Indiana,18,253691,426076,-85.14363887,41.08846891,"Fort Wayne, Indiana",367
4853388,36220,Odessa,Texas,48,99940,160869,-102.3405941,31.88310347,"Odessa, Texas",368
1851876,34620,Muncie,Indiana,18,70085,112031,-85.39496758,40.19885883,"Muncie, Indiana",369
4848072,33260,Midland,Texas,48,111147,177216,-102.1137597,32.02481856,"Midland, Texas",370
862000,39380,Pueblo,Colorado,8,106595,169544,-104.6105882,38.27123719,"Pueblo, Colorado",371
2964550,41140,St. Joseph,Missouri,29,76780,119690,-94.82103976,39.7598271,"St. Joseph, Missouri",372
4801000,10180,Abilene,Texas,48,117063,179308,-99.73843872,32.45420356,"Abilene, Texas",373
4845000,31180,Lubbock,Texas,48,229573,328283,-101.8871891,33.56418032,"Lubbock, Texas",374
4879000,48660,Wichita Falls,Texas,48,104553,149299,-98.52902997,33.90718226,"Wichita Falls, Texas",375
4803000,11100,Amarillo,Texas,48,190695,271171,-101.8310848,35.19887289,"Amarillo, Texas",376
4817000,18580,Corpus Christi,Texas,48,305215,421628,-97.3751951,27.72606024,"Corpus Christi, Texas",377
203000,11260,Anchorage,Alaska,2,291826,400470,-149.108248,61.15055299,"Anchorage, Alaska",378
2038900,29940,Lawrence,Kansas,20,87643,119964,-95.26410415,38.95975359,"Lawrence, Kansas",379
4824000,21340,El Paso,Texas,48,649121,872195,-106.4307125,31.84772685,"El Paso, Texas",380
1718823,19500,Decatur,Illinois,17,76122,101483,-88.93366814,39.85562729,"Decatur, Illinois",381
4041850,30020,Lawton,Oklahoma,40,96867,128523,-98.42031813,34.61760125,"Lawton, Oklahoma",382
3128000,30700,Lincoln,Nebraska,31,258379,342448,-96.6796066,40.80875223,"Lincoln, Nebraska",383
4864472,41660,San Angelo,Texas,48,93200,121839,-100.4501554,31.44258683,"San Angelo, Texas",384
4841464,29700,Laredo,Texas,48,236091,267780,-99.48728262,27.56153407,"Laredo, Texas",385
